conceptId,conceptName,vocabularyId,conceptSetName,target
4191650,Acute respiratory distress,SNOMED,symptoms,Disease of interest
4114624,Coordination problem,SNOMED,symptoms,Disease of interest
36714126,Difficulty walking,SNOMED,symptoms,Disease of interest
441417,Incoordination,SNOMED,symptoms,Disease of interest
4310235,Reduced mobility,SNOMED,symptoms,Disease of interest
432436,Symbolic dysfunction,SNOMED,symptoms,Disease of interest
4092743,Unsteady when standing,SNOMED,symptoms,Disease of interest
4090425,Altered sensation of skin,SNOMED,symptoms,Disease of interest
79936,Polyuria,SNOMED,symptoms,Alternative diagnoses
432454,Excessive thirst,SNOMED,symptoms,Alternative diagnoses
4168226,Micturition frequency and polyuria,SNOMED,symptoms,Alternative diagnoses
438872,Excessive eating,SNOMED,symptoms,Alternative diagnoses
40304526,Nocturia,SNOMED,symptoms,Alternative diagnoses
4223659,Fatigue,SNOMED,symptoms,Alternative diagnoses
373786,Abnormal vision,SNOMED,symptoms,Alternative diagnoses
4027502,Reduced visual acuity,SNOMED,symptoms,Alternative diagnoses
378253,Headache,SNOMED,symptoms,Alternative diagnoses
4236484,Paresthesia,SNOMED,symptoms,Alternative diagnoses
4161682,Hypoesthesia,SNOMED,symptoms,Alternative diagnoses
4141128,Absence of sensation,SNOMED,symptoms,Alternative diagnoses
4090425,Altered sensation of skin,SNOMED,symptoms,Alternative diagnoses
79908,Muscle weakness,SNOMED,symptoms,Alternative diagnoses
315078,Palpitations,SNOMED,symptoms,Alternative diagnoses
4203638,Excessive sweating,SNOMED,symptoms,Alternative diagnoses
4181178,Night sweats,SNOMED,symptoms,Alternative diagnoses
4059005,Sweating symptom,SNOMED,symptoms,Alternative diagnoses
441542,Anxiety,SNOMED,symptoms,Alternative diagnoses
436817,Feeling nervous,SNOMED,symptoms,Alternative diagnoses
4184149,Feeling irritable,SNOMED,symptoms,Alternative diagnoses
4115402,Difficulty sleeping,SNOMED,symptoms,Alternative diagnoses
4132137,Sleep pattern disturbance,SNOMED,symptoms,Alternative diagnoses
40546087,Depressed mood,SNOMED,symptoms,Alternative diagnoses
4191716,Symptoms of depression,SNOMED,symptoms,Alternative diagnoses
31967,Nausea,SNOMED,symptoms,Alternative diagnoses
4101344,Finding of vomiting,SNOMED,symptoms,Alternative diagnoses
4116811,Pain of truncal structure,SNOMED,symptoms,Alternative diagnoses
196523,Diarrhea,SNOMED,symptoms,Alternative diagnoses
437671,Abnormal feces,SNOMED,symptoms,Alternative diagnoses
443800,Amenorrhea,SNOMED,symptoms,Alternative diagnoses
4175525,Loss of hair,SNOMED,symptoms,Alternative diagnoses
4314452,Easy bruising,SNOMED,symptoms,Alternative diagnoses
438252,Spontaneous ecchymosis,SNOMED,symptoms,Alternative diagnoses
4237140,Abnormal sexual function,SNOMED,symptoms,Alternative diagnoses
4012231,Poor stream of urine,SNOMED,symptoms,Alternative diagnoses
197672,Urinary incontinence,SNOMED,symptoms,Alternative diagnoses
4272240,Malaise,SNOMED,symptoms,Alternative diagnoses
4037885,Visual symptoms,SNOMED,symptoms,Alternative diagnoses
4289517,Loss of taste,SNOMED,symptoms,Alternative diagnoses
4114624,Coordination problem,SNOMED,symptoms,Alternative diagnoses
36714126,Difficulty walking,SNOMED,symptoms,Alternative diagnoses
441417,Incoordination,SNOMED,symptoms,Alternative diagnoses
4310235,Reduced mobility,SNOMED,symptoms,Alternative diagnoses
432436,Symbolic dysfunction,SNOMED,symptoms,Alternative diagnoses
4092743,Unsteady when standing,SNOMED,symptoms,Alternative diagnoses
4262562,Abnormal heart beat,SNOMED,symptoms,Alternative diagnoses
4028571,Facial myokymia,SNOMED,symptoms,Alternative diagnoses
4143065,Involuntary movement,SNOMED,symptoms,Alternative diagnoses
4071683,Menopausal symptom,SNOMED,symptoms,Alternative diagnoses
4200883,Poor sleep pattern,SNOMED,symptoms,Alternative diagnoses
4204989,Disturbance in sleep behavior,SNOMED,symptoms,Alternative diagnoses
4090431,Discomfort,SNOMED,symptoms,Alternative diagnoses
4338120,Altered bowel function,SNOMED,symptoms,Alternative diagnoses
4111297,Bowel sounds hyperactive,SNOMED,symptoms,Alternative diagnoses
4171394,Abnormal menstrual cycle,SNOMED,symptoms,Alternative diagnoses
440068,Psychosexual dysfunction,SNOMED,symptoms,Alternative diagnoses
1502905,insulin glargine,RxNorm,drugs,Disease of interest
1596977,"insulin, regular, human",RxNorm,drugs,Disease of interest
1586369,"ultralente insulin, human",RxNorm,drugs,Disease of interest
19091621,"insulin, protamine zinc, human",RxNorm,drugs,Disease of interest
1513849,"lente insulin, human",RxNorm,drugs,Disease of interest
46221581,insulin isophane,RxNorm,drugs,Disease of interest
1550023,insulin lispro,RxNorm,drugs,Disease of interest
1513876,"insulin lispro protamine, human",RxNorm,drugs,Disease of interest
1567198,"insulin aspart, human",RxNorm,drugs,Disease of interest
1531601,"insulin aspart protamine, human",RxNorm,drugs,Disease of interest
1544838,"insulin glulisine, human",RxNorm,drugs,Disease of interest
1516976,insulin detemir,RxNorm,drugs,Disease of interest
35602717,insulin degludec,RxNorm,drugs,Disease of interest
1517998,pramlintide,RxNorm,drugs,Disease of interest
1503297,metformin,RxNorm,drugs,Alternative diagnoses
1559684,glyburide,RxNorm,drugs,Alternative diagnoses
1560171,glipizide,RxNorm,drugs,Alternative diagnoses
19059796,gliclazide,RxNorm,drugs,Alternative diagnoses
1597756,glimepiride,RxNorm,drugs,Alternative diagnoses
43009094,Mitiglinide Calcium hydrate,RxNorm Extension,drugs,Alternative diagnoses
1516766,repaglinide,RxNorm,drugs,Alternative diagnoses
1502826,nateglinide,RxNorm,drugs,Alternative diagnoses
1510202,miglitol,RxNorm,drugs,Alternative diagnoses
1525215,pioglitazone,RxNorm,drugs,Alternative diagnoses
1547504,rosiglitazone,RxNorm,drugs,Alternative diagnoses
40166035,saxagliptin,RxNorm,drugs,Alternative diagnoses
40239216,linagliptin,RxNorm,drugs,Alternative diagnoses
43013884,alogliptin,RxNorm,drugs,Alternative diagnoses
19122137,vildagliptin,RxNorm,drugs,Alternative diagnoses
44785829,dapagliflozin,RxNorm,drugs,Alternative diagnoses
1580747,sitagliptin,RxNorm,drugs,Alternative diagnoses
35197921,omarigliptin,RxNorm Extension,drugs,Alternative diagnoses
40170911,liraglutide,RxNorm,drugs,Alternative diagnoses
793143,semaglutide,RxNorm,drugs,Alternative diagnoses
44816332,albiglutide,RxNorm,drugs,Alternative diagnoses
45774435,dulaglutide,RxNorm,drugs,Alternative diagnoses
1583722,exenatide,RxNorm,drugs,Alternative diagnoses
44506754,lixisenatide,RxNorm,drugs,Alternative diagnoses
1502905,insulin glargine,RxNorm,drugs,Alternative diagnoses
43526465,canagliflozin,RxNorm,drugs,Alternative diagnoses
45774751,empagliflozin,RxNorm,drugs,Alternative diagnoses
43009020,ipragliflozin,RxNorm Extension,drugs,Alternative diagnoses
793293,ertugliflozin,RxNorm,drugs,Alternative diagnoses
1529331,acarbose,RxNorm,drugs,Alternative diagnoses
1517998,pramlintide,RxNorm,drugs,Alternative diagnoses
1596977,"insulin, regular, human",RxNorm,drugs,Alternative diagnoses
19013951,"insulin, regular, beef",RxNorm,drugs,Alternative diagnoses
46221581,insulin isophane,RxNorm,drugs,Alternative diagnoses
1513849,"lente insulin, human",RxNorm,drugs,Alternative diagnoses
1516976,insulin detemir,RxNorm,drugs,Alternative diagnoses
35602717,insulin degludec,RxNorm,drugs,Alternative diagnoses
1550023,insulin lispro,RxNorm,drugs,Alternative diagnoses
1513876,"insulin lispro protamine, human",RxNorm,drugs,Alternative diagnoses
1567198,"insulin aspart, human",RxNorm,drugs,Alternative diagnoses
1531601,"insulin aspart protamine, human",RxNorm,drugs,Alternative diagnoses
985708,ketoconazole,RxNorm,drugs,Alternative diagnoses
1309161,mitotane,RxNorm,drugs,Alternative diagnoses
19050488,etomidate,RxNorm,drugs,Alternative diagnoses
1508439,mifepristone,RxNorm,drugs,Alternative diagnoses
730548,bromocriptine,RxNorm,drugs,Alternative diagnoses
1558471,cabergoline,RxNorm,drugs,Alternative diagnoses
1363053,doxazosin,RxNorm,drugs,Alternative diagnoses
1335539,phentolamine,RxNorm,drugs,Alternative diagnoses
1350489,prazosin,RxNorm,drugs,Alternative diagnoses
1341238,terazosin,RxNorm,drugs,Alternative diagnoses
1353766,propranolol,RxNorm,drugs,Alternative diagnoses
1313200,nadolol,RxNorm,drugs,Alternative diagnoses
1307046,metoprolol,RxNorm,drugs,Alternative diagnoses
19063575,esmolol,RxNorm,drugs,Alternative diagnoses
1314002,atenolol,RxNorm,drugs,Alternative diagnoses
1307863,verapamil,RxNorm,drugs,Alternative diagnoses
1328165,diltiazem,RxNorm,drugs,Alternative diagnoses
1504620,methimazole,RxNorm,drugs,Alternative diagnoses
19040606,carbimazole,RxNorm,drugs,Alternative diagnoses
1554072,propylthiouracil,RxNorm,drugs,Alternative diagnoses
19049909,potassium iodide,RxNorm,drugs,Alternative diagnoses
19095309,cholestyramine resin,RxNorm,drugs,Alternative diagnoses
1507835,vasopressin (USP),RxNorm,drugs,Alternative diagnoses
1517070,desmopressin,RxNorm,drugs,Alternative diagnoses
1594976,chlorpropamide 250 MG Oral Tablet,RxNorm,drugs,Alternative diagnoses
740275,carbamazepine,RxNorm,drugs,Alternative diagnoses
992590,chlorothiazide,RxNorm,drugs,Alternative diagnoses
974166,hydrochlorothiazide,RxNorm,drugs,Alternative diagnoses
1395058,chlorthalidone,RxNorm,drugs,Alternative diagnoses
1178663,indomethacin,RxNorm,drugs,Alternative diagnoses
991382,amiloride,RxNorm,drugs,Alternative diagnoses
1711947,deferoxamine,RxNorm,drugs,Alternative diagnoses
1786055,deferasirox,RxNorm,drugs,Alternative diagnoses
1544838,"insulin glulisine, human",RxNorm,drugs,Alternative diagnoses
1318137,nicardipine,RxNorm,drugs,Alternative diagnoses
1341927,enalapril,RxNorm,drugs,Alternative diagnoses
1347384,irbesartan,RxNorm,drugs,Alternative diagnoses
1367500,losartan,RxNorm,drugs,Alternative diagnoses
1334456,ramipril,RxNorm,drugs,Alternative diagnoses
1308842,valsartan,RxNorm,drugs,Alternative diagnoses
1381504,alprostadil,RxNorm,drugs,Alternative diagnoses
42800040,avanafil,RxNorm,drugs,Alternative diagnoses
1316262,sildenafil,RxNorm,drugs,Alternative diagnoses
1336926,tadalafil,RxNorm,drugs,Alternative diagnoses
1311276,vardenafil,RxNorm,drugs,Alternative diagnoses
1335471,benazepril,RxNorm,drugs,Alternative diagnoses
1363749,fosinopril,RxNorm,drugs,Alternative diagnoses
1522957,octreotide,RxNorm,drugs,Alternative diagnoses
1545958,atorvastatin,RxNorm,drugs,Alternative diagnoses
1338005,bisoprolol,RxNorm,drugs,Alternative diagnoses
1308216,lisinopril,RxNorm,drugs,Alternative diagnoses
1351557,candesartan,RxNorm,drugs,Alternative diagnoses
1518148,colesevelam,RxNorm,drugs,Alternative diagnoses
1353776,felodipine,RxNorm,drugs,Alternative diagnoses
1318853,nifedipine,RxNorm,drugs,Alternative diagnoses
4083913,"Urine specimen collection, 24 hours",SNOMED,diagnosticProcedures,Alternative diagnoses
2108059,"Selective catheter placement, venous system; second order, or more selective, branch (eg, left adrenal vein, petrosal sinus)",CPT4,diagnosticProcedures,Alternative diagnoses
2211624,"Venography, venous sinus (eg, petrosal and inferior sagittal) or jugular, catheter, radiological supervision and interpretation",CPT4,diagnosticProcedures,Alternative diagnoses
2314093,"Ambulatory continuous glucose monitoring of interstitial tissue fluid via a subcutaneous sensor for a minimum of 72 hours; analysis, interpretation and report",CPT4,diagnosticProcedures,Alternative diagnoses
725115,"Ambulatory continuous glucose monitoring of interstitial tissue fluid via a subcutaneous sensor for a minimum of 72 hours; patient-provided equipment, sensor placement, hook-up, calibration of monitor, patient training, and printout of recording",CPT4,diagnosticProcedures,Alternative diagnoses
2314092,"Ambulatory continuous glucose monitoring of interstitial tissue fluid via a subcutaneous sensor for a minimum of 72 hours; physician or other qualified health care professional (office) provided equipment, sensor placement, hook-up, calibration of moni...",CPT4,diagnosticProcedures,Alternative diagnoses
2108058,"Selective catheter placement, venous system; first order branch (eg, renal vein, jugular vein)",CPT4,diagnosticProcedures,Alternative diagnoses
4300757,Computed tomography,SNOMED,diagnosticProcedures,Alternative diagnoses
2006932,Diagnostic ultrasound of abdomen and retroperitoneum,ICD9Proc,diagnosticProcedures,Alternative diagnoses
4083108,US scan of neck,SNOMED,diagnosticProcedures,Alternative diagnoses
4105925,MRI of brain and brain stem,SNOMED,diagnosticProcedures,Alternative diagnoses
4184637,Hemoglobin A1c measurement,SNOMED,measurements,Disease of interest
3005673,Hemoglobin A1c/Hemoglobin.total in Blood by HPLC,LOINC,measurements,Disease of interest
4229110,Insulin C-peptide measurement,SNOMED,measurements,Disease of interest
3010084,C peptide [Mass/volume] in Serum or Plasma,LOINC,measurements,Disease of interest
40760490,C peptide [Mass/volume] in Serum or Plasma --baseline,LOINC,measurements,Disease of interest
4273883,Islet cell antibody measurement,SNOMED,measurements,Disease of interest
3018870,Pancreatic islet cell Ab [Units/volume] in Serum,LOINC,measurements,Disease of interest
3020148,Glutamate decarboxylase 65 Ab [Units/volume] in Serum,LOINC,measurements,Disease of interest
40759660,Glutamate decarboxylase 65 Ab [Units/volume] in Serum by Immunoassay,LOINC,measurements,Disease of interest
4310476,Glutamic acid decarboxylase antibody level,SNOMED,measurements,Disease of interest
4290342,Insulin antibody measurement,SNOMED,measurements,Disease of interest
4149519,Glucose measurement,SNOMED,measurements,Disease of interest
3004410,Hemoglobin A1c/Hemoglobin.total in Blood,LOINC,measurements,Disease of interest
3007263,Hemoglobin A1c/Hemoglobin.total in Blood by calculation,LOINC,measurements,Disease of interest
40762352,Hemoglobin A1c/Hemoglobin.total in Blood by IFCC protocol,LOINC,measurements,Disease of interest
3027923,C peptide [Moles/volume] in Serum or Plasma,LOINC,measurements,Disease of interest
3020035,C peptide [Mass/volume] in Serum or Plasma --2 hours post XXX challenge,LOINC,measurements,Disease of interest
3030880,Pancreatic islet cell Ab [Moles/volume] in Serum,LOINC,measurements,Disease of interest
4042067,Impaired glucose tolerance test,SNOMED,measurements,Alternative diagnoses
440216,Glucose tolerance test outside reference range,SNOMED,measurements,Alternative diagnoses
4184637,Hemoglobin A1c measurement,SNOMED,measurements,Alternative diagnoses
3005673,Hemoglobin A1c/Hemoglobin.total in Blood by HPLC,LOINC,measurements,Alternative diagnoses
4229110,Insulin C-peptide measurement,SNOMED,measurements,Alternative diagnoses
3010084,C peptide [Mass/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
40760490,C peptide [Mass/volume] in Serum or Plasma --baseline,LOINC,measurements,Alternative diagnoses
4021288,Triacylglycerol lipase measurement,SNOMED,measurements,Alternative diagnoses
4276028,Amylase measurement,SNOMED,measurements,Alternative diagnoses
4193025,Fecal elastase 1 level,SNOMED,measurements,Alternative diagnoses
4007656,Elastase measurement,SNOMED,measurements,Alternative diagnoses
3014564,Cortisol Free [Mass/time] in 24 hour Urine,LOINC,measurements,Alternative diagnoses
4170855,Adrenocorticotropic hormone measurement,SNOMED,measurements,Alternative diagnoses
3052796,Metanephrine Free [Mass/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
40760574,Normetanephrine Free [Mass/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
3006636,Metanephrines [Mass/time] in 24 hour Urine,LOINC,measurements,Alternative diagnoses
4096235,Catecholamine measurement,SNOMED,measurements,Alternative diagnoses
4246879,Thyroid stimulating hormone measurement,SNOMED,measurements,Alternative diagnoses
3001019,Free T4 and TSH panel - Serum or Plasma,LOINC,measurements,Alternative diagnoses
4219024,Free thyroxine index,SNOMED,measurements,Alternative diagnoses
3024675,Thyroxine (T4) free [Mass/volume] in Serum or Plasma by Dialysis,LOINC,measurements,Alternative diagnoses
42529233,Thyroxine (T4) free [Mass/volume] in Serum or Plasma by Immunoassay,LOINC,measurements,Alternative diagnoses
3008486,Thyroxine (T4) free [Moles/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
3026925,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
4094598,Triiodothyronine measurement,SNOMED,measurements,Alternative diagnoses
4018606,Anti-thyroid antibody measurement,SNOMED,measurements,Alternative diagnoses
3017044,Thyrotropin receptor Ab [Units/volume] in Serum,LOINC,measurements,Alternative diagnoses
40760528,Thyrotropin receptor Ab [Units/volume] in Serum by Immunoassay,LOINC,measurements,Alternative diagnoses
4268036,Antidiuretic hormone measurement,SNOMED,measurements,Alternative diagnoses
4260822,"Osmolality measurement, serum",SNOMED,measurements,Alternative diagnoses
4193226,"Osmolality measurement, urine",SNOMED,measurements,Alternative diagnoses
3008295,Osmolality of Serum or Plasma,LOINC,measurements,Alternative diagnoses
3026782,Osmolality of Urine,LOINC,measurements,Alternative diagnoses
4176561,Ferritin measurement,SNOMED,measurements,Alternative diagnoses
4235029,Transferrin measurement,SNOMED,measurements,Alternative diagnoses
37398419,Serum transferrin level,SNOMED,measurements,Alternative diagnoses
37393180,Percentage iron saturation,SNOMED,measurements,Alternative diagnoses
3031616,Iron and Iron binding capacity panel - Serum or Plasma,LOINC,measurements,Alternative diagnoses
3009577,Iron binding capacity [Moles/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
3002532,Iron binding capacity.unsaturated [Moles/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
3044643,HFE gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC,measurements,Alternative diagnoses
3026001,HFE gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,LOINC,measurements,Alternative diagnoses
3027955,HFE gene mutations tested for in Blood or Tissue by Molecular genetics method Nominal,LOINC,measurements,Alternative diagnoses
3026898,HFE gene.p.Cys282Tyr [Presence] in Blood or Tissue by Molecular genetics method,LOINC,measurements,Alternative diagnoses
3013421,HFE gene p.His63Asp [Presence] in Blood or Tissue by Molecular genetics method,LOINC,measurements,Alternative diagnoses
4101715,General health panel,SNOMED,measurements,Alternative diagnoses
3041230,Basic metabolic panel - Blood,LOINC,measurements,Alternative diagnoses
3661905,Comprehensive metabolic panel,SNOMED,measurements,Alternative diagnoses
2212089,"Basic metabolic panel (Calcium, ionized) This panel must include the following: Calcium, ionized (82330) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea Nitrogen (BUN) (84520)",CPT4,measurements,Alternative diagnoses
2212090,"Basic metabolic panel (Calcium, total) This panel must include the following: Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)",CPT4,measurements,Alternative diagnoses
3022035,Basic metabolic 2000 panel - Serum or Plasma,LOINC,measurements,Alternative diagnoses
4149519,Glucose measurement,SNOMED,measurements,Alternative diagnoses
3004410,Hemoglobin A1c/Hemoglobin.total in Blood,LOINC,measurements,Alternative diagnoses
3007263,Hemoglobin A1c/Hemoglobin.total in Blood by calculation,LOINC,measurements,Alternative diagnoses
40762352,Hemoglobin A1c/Hemoglobin.total in Blood by IFCC protocol,LOINC,measurements,Alternative diagnoses
3005446,Hemoglobin A1/Hemoglobin.total in Blood,LOINC,measurements,Alternative diagnoses
3027923,C peptide [Moles/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
3020035,C peptide [Mass/volume] in Serum or Plasma --2 hours post XXX challenge,LOINC,measurements,Alternative diagnoses
4265057,Cortisol measurement,SNOMED,measurements,Alternative diagnoses
3002456,Metanephrines [Mass/volume] in 24 hour Urine,LOINC,measurements,Alternative diagnoses
3015737,Metanephrines [Mass/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
4101237,"Metanephrines measurement, total, urine",SNOMED,measurements,Alternative diagnoses
3015200,Metanephrine [Mass/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
4248132,Thyroxine measurement,SNOMED,measurements,Alternative diagnoses
3000551,Thyroxine (T4) free index in Serum or Plasma by calculation,LOINC,measurements,Alternative diagnoses
3010657,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma by Dialysis,LOINC,measurements,Alternative diagnoses
42529256,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma by Immunoassay,LOINC,measurements,Alternative diagnoses
3026989,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
3034739,Osmolality of Serum or Plasma by calculated by sum of electrolytes,LOINC,measurements,Alternative diagnoses
4178785,Iron measurement,SNOMED,measurements,Alternative diagnoses
3009814,Iron saturation [Molar fraction] in Serum or Plasma,LOINC,measurements,Alternative diagnoses
4198598,Saturation of iron binding capacity,SNOMED,measurements,Alternative diagnoses
4233623,Molecular genetic test,SNOMED,measurements,Alternative diagnoses
4078727,Continuous infusion of therapeutic substance,SNOMED,treatmentProcedures,Disease of interest
46270824,Insertion of totally implantable infusion pump,SNOMED,treatmentProcedures,Disease of interest
4215993,Administration of insulin,SNOMED,treatmentProcedures,Disease of interest
4215993,Administration of insulin,SNOMED,treatmentProcedures,Alternative diagnoses
2108974,"Laparoscopy, surgical, gastric restrictive procedure; with gastric bypass and Roux-en-Y gastroenterostomy (roux limb 150 cm or less)",CPT4,treatmentProcedures,Alternative diagnoses
2000307,Unilateral adrenalectomy,ICD9Proc,treatmentProcedures,Alternative diagnoses
4128540,Partial excision of pituitary gland by transsphenoidal approach,SNOMED,treatmentProcedures,Alternative diagnoses
2110472,"Hypophysectomy or excision of pituitary tumor, transnasal or transseptal approach, nonstereotactic",CPT4,treatmentProcedures,Alternative diagnoses
4201637,Administration of prophylactic beta blocker,SNOMED,treatmentProcedures,Alternative diagnoses
4073199,Total thyroidectomy,SNOMED,treatmentProcedures,Alternative diagnoses
36714495,Completion thyroidectomy,SNOMED,treatmentProcedures,Alternative diagnoses
4122303,Total substernal thyroidectomy,SNOMED,treatmentProcedures,Alternative diagnoses
2000272,Other partial thyroidectomy,ICD9Proc,treatmentProcedures,Alternative diagnoses
4245372,Phlebotomy,SNOMED,treatmentProcedures,Alternative diagnoses
2749261,"Bypass Duodenum to Ileum, Percutaneous Endoscopic Approach",ICD10PCS,treatmentProcedures,Alternative diagnoses
2749004,"Bypass Stomach to Jejunum, Percutaneous Endoscopic Approach",ICD10PCS,treatmentProcedures,Alternative diagnoses
2746766,"Excision of Stomach, Percutaneous Endoscopic Approach, Vertical",ICD10PCS,treatmentProcedures,Alternative diagnoses
4143852,Laparoscopic sleeve gastrectomy,SNOMED,treatmentProcedures,Alternative diagnoses
2110394,"Laparoscopy, surgical, with adrenalectomy, partial or complete, or exploration of adrenal gland with or without biopsy, transabdominal, lumbar or dorsal",CPT4,treatmentProcedures,Alternative diagnoses
4233543,Total hypophysectomy,SNOMED,treatmentProcedures,Alternative diagnoses
2110590,"Neuroendoscopy, intracranial; with excision of pituitary tumor, transnasal or trans-sphenoidal approach",CPT4,treatmentProcedures,Alternative diagnoses
2752015,"Excision of Pituitary Gland, Open Approach",ICD10PCS,treatmentProcedures,Alternative diagnoses
2752019,"Excision of Pituitary Gland, Percutaneous Endoscopic Approach",ICD10PCS,treatmentProcedures,Alternative diagnoses
2000269,Unilateral thyroid lobectomy,ICD9Proc,treatmentProcedures,Alternative diagnoses
4132856,Apheresis,SNOMED,treatmentProcedures,Alternative diagnoses
24609,Hypoglycemia,SNOMED,complications,Disease of interest
4195061,Microalbuminuria,SNOMED,complications,Disease of interest
4301699,Neuropathy,SNOMED,complications,Disease of interest
195847,Gastroparesis syndrome,SNOMED,complications,Disease of interest
4262920,Skin ulcer,SNOMED,complications,Disease of interest
321052,Peripheral vascular disease,SNOMED,complications,Disease of interest
37111502,Stenosis of artery,SNOMED,complications,Disease of interest
318443,Arteriosclerotic vascular disease,SNOMED,complications,Disease of interest
4185932,Ischemic heart disease,SNOMED,complications,Disease of interest
316139,Heart failure,SNOMED,complications,Disease of interest
443771,Renal hypertension,SNOMED,complications,Disease of interest
381591,Cerebrovascular disease,SNOMED,complications,Disease of interest
3655355,Erectile dysfunction,SNOMED,complications,Disease of interest
4305075,Disorder of ejaculation,SNOMED,complications,Disease of interest
4323342,Recurrent bacterial infection,SNOMED,complications,Disease of interest
435517,Acidosis,SNOMED,complications,Disease of interest
45768449,Hypertensive crisis,SNOMED,complications,Disease of interest
4214376,Hyperglycemia,SNOMED,complications,Disease of interest
4032787,Hyperosmolarity,SNOMED,complications,Disease of interest
380834,Coma,SNOMED,complications,Disease of interest
45768812,Anemia in chronic kidney disease,SNOMED,complications,Disease of interest
442793,Complication due to diabetes mellitus,SNOMED,complications,Disease of interest
4334791,Combined visual and hearing impairment,SNOMED,complications,Disease of interest
374034,Visual disturbance,SNOMED,complications,Disease of interest
4175154,Disorder of the peripheral nervous system,SNOMED,complications,Disease of interest
376106,Disorder of the central nervous system,SNOMED,complications,Disease of interest
4224118,Dysfunction of urinary bladder,SNOMED,complications,Disease of interest
4099214,Type 1 diabetes mellitus with ulcer,SNOMED,complications,Disease of interest
197304,Ulcer of lower extremity,SNOMED,complications,Disease of interest
